Title,Date,Participants,Ref.Keywords
"Discussion on the motion for consideration of the Lokpal and Lokayuktas Bill, 2011; Constitution (One Hundred and Sixteenth Amendment) Bill, 2011 (Insertion of new Part XIVB) and Public Interest Disclosure and Protection to persons making the Disclosures Bill, 2010 (Discussion concluded). ",27-12-2011,"Narayanasamy Shri V.,Swaraj Smt. Sushma,Sibal Shri Kapil,Yadav Shri Mulayam Singh,Chauhan Shri Dara Singh,Yadav Shri Sharad,Elangovan Shri T.K.S.,Acharia Shri Basudeb,Mahtab Shri Bhartruhari,Geete Shri Anant Gangaram,Sule Supriya ,Singh Dr. Manmohan,Thambidurai Shri M.,Banerjee Shri Kalyan,Rao Shri Nama Nageswara,Chaudhary Shri Jayant,Das Gupta Shri Gurudas,Lalu Prasad Shri ,Badal Harsimrat Kaur,Devegowda Shri H.D.,Sinha Shri Yashwant,Tharoor Shri Shashi,Shariq Shri Sharifuddin,Namdhari Shri Inder Singh,Owaisi Shri Asaduddin,Mahato Shri Narahari,Kumar Shri Ajay,Baitha Shri Kameshwar ,Majumdar Shri Prasanta Kumar,Mandal Dr. Tarun,Yadav Shri Om Prakash,Kumari Smt. Putul,Toppo Shri Joseph ,Thol Shri Thirumaavalavan,Shetti Shri Raju,Bwiswmuthiary Shri Sansuma Khunggur,Azad Shri Kirti (Jha),Aaron Rashid Shri J.M.,Kumar Shri Shailendra,Mukherjee Shri Pranab","Black Money,Bureaucracy,Central Bureau of Investigation(CBI) ,Central Vigilance Commission,Democracy,Economic Policy,Elections,Electoral Reforms,Foreign Banks,Government Employees,Human Rights,Judges,Lokayuktas,Malnutrition,Media,Members of Parliament,Minorities,Private Sector,Rehabilitation,Right to Information,Security Measures,Tax Evasion,Women,Lokpal,Corruption,Appointment,Scheduled Castes (SCs),Scheduled Tribes (STs),Non-Governmental Organisations (NGO),Scams,Other Backward Classes (OBCs),United Nations (UN),Enquiry,Reservation,Punishments,Centrally Sponsored Schemes,Bribe,Citizen Charter"
"Introduction of the National Food Security Bill, 2011. ",22-12-2011,Thomas Prof. K.V.,
"Discussion on the motion for consideration of the Constitution (One Hundred and Eleventh) Amendment Bill, 2009 (Insertion of new article 43 B), moved by Shri Sharad Pawar on the 21st Dec., 2011 (Discussion concluded and Bill Passed). ",22-12-2011,"Meghwal Shri Arjun Ram ,Thambidurai Shri M.,Pawar Shri Sharad Chandra Govindrao","Agricultural Sector,Chemical Fertilizers,Economically Backward,Elections,IFFCO,KRIBHCO,Right to Information,Subsidies,Middleman,Cooperative Societies,Reservation,Voting Rights"
"Withdrawn of the Lokpal Bill, 2011. ",22-12-2011,Narayanasamy Shri V.,
"Discussion on the motion for leave to introduce the Lokpal and Lokayuktas Bill, 2011 (Bill Introduced). ",22-12-2011,"Narayanasamy Shri V.,Swaraj Smt. Sushma,Yadav Shri Mulayam Singh,Lalu Prasad Shri ,Owaisi Shri Asaduddin,Yadav Shri Sharad,Chauhan Shri Dara Singh,Banerjee Shri Kalyan,Thambidurai Shri M.,Elangovan Shri T.K.S.,Acharia Shri Basudeb,Sinha Shri Yashwant,Mahtab Shri Bhartruhari,Geete Shri Anant Gangaram,Das Gupta Shri Gurudas,Rao Shri Nama Nageswara,Mukherjee Shri Pranab","Agitation,Black Money,Lokayuktas,Media,Minorities,Corruption,Corporate Sector,Other Backward Classes (OBCs),Reservation"
"Introduction of the Constitution (One Hundred and Sixteenth Amendment) Bill, 2011 (Insertion of a new Part XIVB). ",22-12-2011,Narayanasamy Shri V.,
"Introduction of the Rajiv Gandhi National Institute of Youth Development Bill, 2011. ",21-12-2011,Maken Shri Ajay,
"Further discussion on the motion for consideration of the Regulation of Factor (Assignment of Receivables) Bill, 2011, moved by Shri Nano Narain Meena on 20th December, 2011 (Bill Passed). ",21-12-2011,"Mahtab Shri Bhartruhari,Singh Dr. Raghuvansh Prasad,Kumar Shri Kaushalendra,Ahir Shri Hansraj Gangaram,Rai Shri Prem Das,Thambidurai Shri M.,Baitha Shri Kameshwar ,Mahato Shri Narahari,Rao Shri Nama Nageswara,Anuragi Shri Ghansyam ,Meena Shri Namo Narain,Singh Alias Pappu Singh Shri Uday","Bank Loans,Enterprises,Non-banking Companies,Power Shortage,Textile Industry,Infrastructure Facilities,Financial Assistance,Khadi and Village Industry,Small Scale Industries (SSI),Interest Payments,Credit,Weavers Welfare Measures"
"Discussion on the motion for consideration of the Export-Import Bank of India (Amendment) Bill, 2011 (Bill Passed). ",21-12-2011,"Meena Shri Namo Narain,Shukla Shri Balkrishna Khanderao,Rao Shri Kavuri Samba Siva,Kumar Shri Shailendra,Singh Shri Vijay Bahadur,Singh Smt. Meena,Rajesh Shri M. B.,Mahtab Shri Bhartruhari,Semmalai Shri S. ,Rao Shri Nama Nageswara,Singh Dr. Raghuvansh Prasad,Majumdar Shri Prasanta Kumar,Rai Shri Prem Das,Meena Shri Namo Narain","Africa,Agricultural Sector,Economic Growth,Economic Recession,Export Import Bank Of India,Exports,Financial Aid,Foreign Trade,Imports,International Trade,Subsidies,Trade Agreements,Trade Promotion,Unemployment,Exim Policy,Information Technology (IT),Reserve Bank of India (RBI),Infrastructure Development,Import Duty,Nationalized Bank,Banking Sector"
"Discussion on the motion for consideration of the Constitution (One Hundred and Eleventh Amedment Bill, 2009 (Insertion of new article 43 B), moved by Shri Sharad Pawar (Discussion not concluded). ",21-12-2011,"Pawar Shri Sharad Chandra Govindrao,Antony Shri Anto,Kumar Shri Shailendra,Sharma Shri Jagdish,Rajbhar Shri Ramashankar,De Dr. Ratna,Adsul Shri Anandrao Vithoba,Thamaraiselvan Shri R.,Sampath Shri Anirudhan,Ray Shri Rudramadhab ,Semmalai Shri S. ,Panda Shri Prabodh,Shivaramagouda Shri ,Singh Shri Jagada Nand,Majumdar Shri Prasanta Kumar,Baitha Shri Kameshwar ,Ramkishun Shri ,Kumar Shri Kaushalendra","Agricultural Sector,Bank Loans,Chemical Fertilizers,Elections,Employees,Income Tax,Labour Welfare,Reservation Policy,Subsidies,Corruption,Appointment,Remunerative Prices,Monitoring,Insurance Schemes,Reserve Bank of India (RBI),Food Corporation of India (FCI),Middleman,Cooperative Societies,Loan Waiving,Farmers' Suicide"
"Introduction of the Right of Citizens for time bound delivery of Goods and Services and redressal of their Grievances Bill, 2011. ",20-12-2011,Narayanasamy Shri V.,
"Introduction of the Regional Centre for Biotechnology Bill, 2011, ",20-12-2011,Deshmukh Shri Vilasrao,
"Discussion on the motion for consideration of the </span><span style=''font-size:13.0pt;font-family:AryanUnicode''>Prasar Bharati (Broadcasting Corporation of India) Amendment Bill, 2011 (Bill Passed). ",20-12-2011,"Jatua Shri Choudhury Mohan,Joshi Shri Pralhad Venkatesh,Singh Chaudhary Lal,Kumar Shri Shailendra,Singh Shri Vijay Bahadur,Kumar Shri Vishwa Mohan,De Dr. Ratna,Haque Shri Sk. Saidul,Satpathy Shri Tathagata,Anandan Shri M.,Panda Shri Prabodh,Thamaraiselvan Shri R.,Mahajan Smt. Sumitra,Nirupam Shri Sanjay Brijkishorilal ,Singh Dr. Raghuvansh Prasad,Mahato Shri Narahari,Basheer Shri E. T. Muhammed,Majumdar Shri Prasanta Kumar,Mandal Dr. Tarun,Ramkishun Shri ,Ray Shri Bishnu Pada,Soni Smt. Ambika,Jatua Shri Choudhury Mohan","CGHS,Deputation,Doordarshan,Employees,Facilities,Obscene Materials,Promotion,Quality Standards,Radio Stations,Recruitment,Regional Imbalances,Training Programmes,Telecommunication Services,Corruption,TV Channels,Scams,Privatisation,Service Conditions,TV Programmes,Commercialisation,Radio Channels"
"Discussion on the motion for consideration of the Regulation of Factor (Assignment of Receivables) Bill, 2011 (Discussion not concluded). ",20-12-2011,"Meena Shri Namo Narain,Singh Alias Pappu Singh Shri Uday,Choudhary Shri Harish,Kumar Shri Shailendra,Pandey Shri Gorakh Nath,Roy Shri Mahendra Kumar","Agricultural Products,Commission,Inflation,Interest Rate,Self-Employment,Small Enterprises,Stamp Duty,Subsidies,Small Scale Industries (SSI),Reserve Bank of India (RBI),Unorganised Sector,Credit"
"Introduction of the National Highways Authority of India (Amendment) Bill, 2011. ",19-12-2011,Joshi Dr. C. P.,
"Passing of the Charted Accountants (Amendment) Bill, 2011, as passed by the Rajya Sabha. ",19-12-2011,Moily Shri M. Veerappa ,
"Passing of the Cost and Works Accountants (Amendment) Bill, 2011, as passed by Rajya Sabha. ",19-12-2011,Moily Shri M. Veerappa ,
"Passing of the Constitution (Scheduled Tribes) Order (Amendment) Bill, 2011. ",19-12-2011,Deo Shri V. Kishore Chandra S.,
"Passing of the Company Secretaries (Amendment) Bill, 2011 as passed by Rajya Sabha. ",19-12-2011,Moily Shri M. Veerappa ,
"Introduction of the Press and Registration of Books and Publications Bill, 2011. ",16-12-2011,Bansal Shri Pawan Kumar,
"Introduction of the </span><span style=''font-size:13.0pt;font-family:AryanUnicode''>Consumer Protection (Amendment) Bill, 2011. ",16-12-2011,Thomas Prof. K.V.,
"Introduction and passing of the Appropriation (Railways) No. 3 Bill, 2011. ",16-12-2011,Trivedi Shri Dinesh,
"Introduction of the Cable Television Networks (Regulation) Second Amendment Bill, 2011. ",15-12-2011,Bansal Shri Pawan Kumar,
"Withdrawn of the Companies Bill, 2009. ",14-12-2011,Moily Shri M. Veerappa ,
"Introduction of the Companies Bill, 2011. ",14-12-2011,Moily Shri M. Veerappa ,
"Discussion on the motion for consideration of the Cable Television Networks (Regulation) Amendment Bill, 2011 (Bill Passed). ",13-12-2011,"Soni Smt. Ambika,Agarwal Shri Rajendra,Singh Shri Ijyaraj ,Kumar Shri Shailendra,Rajbhar Shri Ramashankar,Hazari Shri Maheshwar ,Biju Shri P. K.,Satpathy Shri Tathagata,De Dr. Ratna,Naik Dr. Sanjeev Ganesh,Kumar Shri P.,Rao Shri Nama Nageswara,Panda Shri Prabodh,Singh Dr. Raghuvansh Prasad,Nirupam Shri Sanjay Brijkishorilal ,Baitha Shri Kameshwar ,Kumari Smt. Putul,Soni Smt. Ambika","Advertisements,Black Money,Complaints,Licensing,Obscene Materials,Quality Standards,Regional Languages,Telecom Regulatory Authority Of India (trai),Telecommunication Services,Mafia,Piracy,Corruption,TV Channels,Monitoring,Cable Operators,TV Programmes,Import Duty,Direct to Home (DTH),Digital Transmissions,Broadcasting Sector"
"Introduction of the Mines and Minerals (Development and Regulation) Bill, 2011. ",12/12/2011,Patel Shri Dinsha J.,
"Introduction of the Arms (Amendment) Bill, 2011. ",12/12/2011,Mullappally Shri Ramachandran,
"Introduction of the Enforcement of Security Interest and Recovery of Debts Laws (Amendment) Bill, 2011. ",12/12/2011,Meena Shri Namo Narain,
"Introduction of the National Capital Territory of Delhi Laws (Special Provision) Second Bill, 2011. ",12/12/2011,Kamal Nath Shri ,
"Discussion on the motion for consideration of the National Capital Territory of Delhi Laws (Special Provisions) Second Bill, 2011 (Bill Passed). ",12/12/2011,"Kamal Nath Shri ,Hussain Shri Syed Shahnawaz,Dikshit Shri Sandeep,Kumar Shri Shailendra,Sampath Shri Anirudhan,Singh Shri Vijay Bahadur,Mahtab Shri Bhartruhari,Lalu Prasad Shri ,Kamal Nath Shri ","Colonies,Delhi Municipal Corporation,Housing Schemes,Master Plans,Poor,Population,Sewage,Slums,Unauthorised Construction,Monitoring,Land Encroachment,Delhi Development Authority (DDA),Labourers,Yamuna River"
"Discussion on the motion for consideration of the Life Insurance Corporation (Amendment) Bill, 2009 moved by Shri Namo Narain Meena (Bill Passed). ",12/12/2011,"Meena Shri Namo Narain,Chanabasappa Shri Udasi Shivkumar,Choudhary Shri Harish,Kumar Shri Shailendra,Rajbhar Shri Ramashankar,Roy Shri Arjun,Banerjee Shri Kalyan,Thamaraiselvan Shri R.,Chowdhury Shri Bansagopal,Satpathy Shri Tathagata,Semmalai Shri S. ,Panda Shri Prabodh,Singh Dr. Raghuvansh Prasad,Pandey Shri Ravindra Kumar,Mandal Dr. Tarun,Mani Shri Jose K.,Meghwal Shri Arjun Ram ,Meena Shri Namo Narain","Agricultural Insurance,Insurance Companies,Life Insurance,Ombudsman,Pension Schemes,Provident Fund,Social Security,Compensations,Non-Governmental Organisations (NGO),Privatisation,Kisan Credit Cards,Unorganised Sector,Labourers,Insurance Regulatory and Development Authority (IRDA ,insurance sector,Life Insurance Corporation (LIC)"
"Discussion on the motion for consideration of the Petroleum and Minerals Pipelines (Acquisition of Right of User in Land) Amendment Bill, 2010. ",12/12/2011,"Singh Kunwar Ratanjeet Pratap Narayan ,Ahir Shri Hansraj Gangaram,Ering Shri Ninong,Kumar Shri Shailendra,Pandey Shri Gorakh Nath,Hassan Dr. Monazir ,De Dr. Ratna,Mahtab Shri Bhartruhari,Natarajan Shri P.R.,Geete Shri Anant Gangaram,Singh Dr. Raghuvansh Prasad,Semmalai Shri S. ,Rao Shri Nama Nageswara,Panda Shri Prabodh,Ramasubbu Shri S.S.,Yadav Shri Hukamdeo Narayan,Rai Shri Prem Das,Kumari Smt. Putul,Choudhary Shri Harish,Chakravarty Smt. Bijoya,Baitha Shri Kameshwar ,Singh Kunwar Ratanjeet Pratap Narayan ","Adulteration,Complaints,Gas Pipelines,Inspection,Oil Leakage,Petroleum Industry,Safety Measures,Compensations,Corruption,Police Patrolling,Monitoring,Imprisonment,Oil Companies,Petrol Pumps,Punishments,Police force"
"Introduction of the Warehousing<span style=""mso-spacerun: yes"">  </span>Corporations (Amendment) Bill, 2011. ",8/12/2011,Thomas Prof. K.V.,
"Introduction of the Export-Import Bank of India (Amendment) Bill, 2011. ",8/12/2011,Meena Shri Namo Narain,
"Introduction of the North-Eastern Areas (Reorganisation) Amendment Bill, 2011. ",7/12/2011,Mullappally Shri Ramachandran,
"Introduction of the Constitution (Scheduled Tribes) Order<span style=""mso-spacerun: yes"">  </span>(Amendment) Bill, 2011. ",7/12/2011,Deo Shri V. Kishore Chandra S.,
"Introduction and passing of the Appropriation (No. 4) Bill, 2011. ",7/12/2011,Mukherjee Shri Pranab,
"Discussion on the motion for consideration of the Damodar Valley Corporation (Amendment) Bill, 2011 (Bill Passed). ",7/12/2011,"Shinde Shri Sushil Kumar,Singh Alias Pappu Singh Shri Uday,Chowdhury Shri Adhir Ranjan,Kumar Shri Shailendra,Pandey Shri Gorakh Nath,Banerjee Shri Kalyan,Haque Shri Sk. Saidul,Singh Dr. Raghuvansh Prasad,Sethi Shri Arjun Charan,Panda Shri Prabodh,Mandal Dr. Tarun,Pandey Shri Ravindra Kumar,Majumdar Shri Prasanta Kumar,Shinde Shri Sushil Kumar","Afforestation,Drainage,Irrigation,Land Acquisition,Multipurpose Projects,Power Generation,Power Shortage,Public Health,Rehabilitation,Soil Erosion,Compensations"
"Further discussion on the New Delhi Municipal Council, 2010 moved by Shri Mullapally RamaChandran on the 6th August, 2010 (Bill Passed). ",7/12/2011,"Azad Shri Kirti (Jha),Agarwal Shri Jai Prakash,Singh Dr. Raghuvansh Prasad,Majumdar Shri Prasanta Kumar,Mandal Dr. Tarun,Kumar Shri Shailendra,Sampath Shri Anirudhan,Chidambaram Shri Palaniappan","Administrative Powers,Elections,Corruption"
"Introduction of the Cable Television Networks (Regulation) Amendment Bill, 2011. ",28-11-2011,Soni Smt. Ambika,
"Introduction of the Public Premises (Eviction of Unauthorised Occupants) Amendment Bill, 2011. ",23-11-2011,Kamal Nath Shri ,
"Introduction of the Narcotic Drugs and Psychotropic Substances (Amendment) Bill, 2011. ",8/9/2011,Mukherjee Shri Pranab,
"Introduction of the Land Acquisition Rehabilitation and Resettlement Bill, 2011. ",7/9/2011,Ramesh Shri Jairam,"Land Ownership,Land Compensation"
"Introduction of the Nuclear Safety Regulatory Authority Bill, 2011. ",7/9/2011,Narayanasamy Shri V.,"Radiation Protection,Safety Measures"
"Motion regarding amendments made by the Rajya Sabha to the Orissa (Alteration of Name) Bill, 2010 (Motion Adopted). ",6/9/2011,Singh Shri Jitendra,
"Motion regarding amendments made by the Rajya Sabha to the Constitution (One Hundred and Thirteenth Amendment) Bill, 2010 (Motion Adopted and Bill Passed). ",6/9/2011,Singh Shri Jitendra,
"Introduction of the National Academic Depository Bill, 2011. ",5/9/2011,Narayanasamy Shri V.,
"Motion to consider the amendment made by the Rajya Sabha to the State Bank of India (Subsidiary Banks Laws) Amendment Bill, 2011 (Motion Adopted). ",5/9/2011,Meena Shri Namo Narain,
"Further discussion on the motion for consideration of the Academy of Scientific and Innovative Research Bill, 2010, moved by Shri Pawan Kumar Bansal on the 23rd March, 2011. (Bill Passed). ",5/9/2011,Deshmukh Shri Vilasrao,"Innovations,Research and Development,Scientific Research,Universities,University Grants Commission,CSIR"
"Further discussion on the motion for consideration of the National Council for Teacher Education (Amendment) Bill, 2011, as passed by Rajya Sabha, moved by Shri Kapil Sibal on the 29th August, 2011 (Bill passed). ",2/9/2011,"Kashyap Shri Virender,Natrajan Meenakshi,Kumar Shri Shailendra,Singh Shri Vijay Bahadur,Singh Smt. Meena,Haque Shri Sk. Saidul,Mahtab Shri Bhartruhari,Sibal Shri Kapil","Admission,Compulsory Education,Educational Facilities,Educational Systems,Navodaya Vidyalayas,Quality Of Education,Right to Education,Teacher Recruitment,Teacher-student Ratio,Training Programmes,Vocational Education,Corruption,Appointment,Mid-Day-Meal Scheme,Educational Qualification,National Council For Teacher Education (NCTE)"
"Discussion on the motion for consideration of the Juvenile Justice (Care and Protection of Children) Amendment Bill, 2011 (Bill passed). ",29-08-2011,"Bansal Shri Pawan Kumar,Thakur Shri Anurag Singh,Vyas Dr.(Kum.) Girija,Kumar Shri Shailendra,Pandey Shri Gorakh Nath,Kumar Shri Kaushalendra,Thamaraiselvan Shri R.,Bauri Smt. Susmita,Jena Shri Mohan,Geete Shri Anant Gangaram,Venugopal Shri P.,J Helen Davidson,Lingam Shri P.,Singh Shri Jagada Nand,Virendra Kumar Shri ,Singh Chaudhary Lal,Roy Shri Nripendra Nath,Majumdar Shri Prasanta Kumar,Mandal Dr. Tarun,Tandon Annu,Rama Devi Smt. ,Kumari Smt. Putul,Anuragi Shri Ghansyam ,Choudhary Shri Harish,Bansal Shri Pawan Kumar","Child Abuse,Child Care,Child Development,Child Labour,Diseases,Drug Addiction,Education,Illiteracy,Juvenile Courts,Juvenile Homes,Juvenile Justice,Malnutrition,Medical Treatment,Mental Diseases,Moral Education,Poverty,Rehabilitation,Social Protection,Social Reform,Starvation,Unemployment,Vocational Training,Modernisation,Corruption,Monitoring,Non-Governmental Organisations (NGO),Food Quality,Basic Amenities,Punishments,Welfare Measures,Naxalism,Awareness Programme,Human Trafficking"
"Discussion on the motion for consideration of the National Council for Teacher Education (Amendment) Bill, 2011, as passed by Rajya Sabha. ",29-08-2011,"Sibal Shri Kapil,Kashyap Shri Virender","Education,Quality Of Education,Teacher Recruitment,Educational Qualification"
"Further discussion on the motion for consideration of the Customs (Amendment and Validation) Bill, 2011 moved by Shri Pranab Mukherjee on the 19th August, 2011 (Bill Passed). ",25-08-2011,"Singh Alias Pappu Singh Shri Uday,Kumar Shri Shailendra,Singh Shri Vijay Bahadur,Roy Shri Arjun,Thamaraiselvan Shri R.,Rao Shri Kavuri Samba Siva,Natarajan Shri P.R.,Mahtab Shri Bhartruhari,Semmalai Shri S. ,Singh Dr. Raghuvansh Prasad,Meena Shri Namo Narain","Foreign Investments,Supreme Court,Tax Assessment,Tax Recoveries,Taxation,Corruption,Customs Duty,Monitoring,Inquiry,Import Duty,Tax Concession"
"Discussion on the motion for consideration of the Indian Institute of Information Technology, Design and Manufacturing, Kancheepuram Bill, 2011(Bill Passed). ",25-08-2011,"Purandeswari Smt. Daggubati,Yadav Shri Hukamdeo Narayan,Viswanathan Shri P.,Kumar Shri Shailendra,Singh Shri Vijay Bahadur,Natarajan Shri P.R.,Thamaraiselvan Shri R.,Semmalai Shri S. ,Rao Shri Kavuri Samba Siva,Sibal Shri Kapil","Education,Employment Opportunities,Engineering Colleges,Fund Allocation,Quality Of Education,Reservation Policy,Technical Education,Infrastructure Facilities,Information Technology (IT),SCs & STs,Other Backward Classes (OBCs)"
"Discussion on the motion for consideration of the National Institutes of Technology (Amendment) Bill, 2010 (Discussion Concluded and Bill Passed). ",19-08-2011,"Sibal Shri Kapil,Swamy Shri Janardhana,Das Shri Bhakta Charan,Kumar Shri Shailendra,Singh Shri Dhananjay ,Kumar Shri Kaushalendra,Biju Shri P. K.,Mahtab Shri Bhartruhari,Thambidurai Shri M.,J Helen Davidson,Panda Shri Prabodh,Singh Dr. Raghuvansh Prasad,Meghwal Shri Arjun Ram ,Rai Shri Prem Das,Sibal Shri Kapil","Brain Drain,Capitation Fee,Education,Employment,Higher Education,Private Sector,Regional Imbalances,Research and Development,Technical Education,Training,Central Assistance,Infrastructure Facilities,Curriculum,Public Private Partnership (PPP),Common Entrance Test,Indian Institute of Science Education and Research (IISERs),Entrance Examination,Coaching Institutes"
"Discussion on the motion for consideration of the Customs (Amendment and Validation) Bill, 2011 (Discussion not concluded). ",19-08-2011,Mukherjee Shri Pranab,
"Introduction of the Benami Transaction (Prohibition) Bill, 2011. ",18-08-2011,Mukherjee Shri Pranab,"Land Acquisition,Property Rights"
"Discussion on the motion for consideration of the Indian Medical Council (Amendment) Bill, 2011 (Discussion concluded and Bill passed). ",18-08-2011,"Azad Shri Ghulam Nabi,Jaiswal Dr. Sanjay ,Mirdha Dr. Jyoti,Thamaraiselvan Shri R.,Kumar Shri Shailendra,Pandey Shri Gorakh Nath,Hazari Shri Maheshwar ,De Dr. Ratna,Baske Shri Pulin Bihar,Lalu Prasad Shri ,Deo Shri Kalikesh Narayan Singh,Panda Shri Prabodh,Sugumar Shri K. ,Solanki Dr. Kirit Premjibhai,Taviad Dr. Prabha Kishore,Majumdar Shri Prasanta Kumar,Mandal Dr. Tarun,Rai Shri Prem Das,Bwiswmuthiary Shri Sansuma Khunggur,Thol Shri Thirumaavalavan,Azad Shri Ghulam Nabi","AIIMS,Capitation Fee,Medical Colleges,Medical Council of India,Medical Education,Quality Of Education,Recruitment,Corruption,Allowances,Curriculum,Enquiry,Fraudulant Practices,Medical Hospitals,Common Entrance Test"
"Discussion on the motion for consideration of the Jawaharlal Institute of Post-Graduate Medical Education and Research, Puducherry (Amendment) Bill, 2011, as passed by Rajya Sabha (Bill passed). ",18-08-2011,"Azad Shri Ghulam Nabi,Jaiswal Dr. Sanjay ,Azad Shri Ghulam Nabi","Pension,Fund Utilization"
"Further discussion on the motion for consideration of the Transplantation of Human Organs (Amendment) Bill, 2009, moved by Shri Ghulam Nabi Azad on 11.08.2011 (Discussion Concluded and Bill Passed). ",12/8/2011,"Singh Shri Ganesh,Taviad Dr. Prabha Kishore,Majumdar Shri Prasanta Kumar,Mandal Dr. Tarun,Botcha Lakshmi Smt. Jhansi,Azad Shri Ghulam Nabi","Exploitation,Human Organs,Medical Facilities,Medical Treatment,Organ Transplantation,Trauma Centres,Unemployment,Inquiry,Commercialisation,Illegal Activities,Below Poverty Line,Human Trafficking,Ambulance"
"Further discussion on the motion for consideration of the State Bank of India (Subsidiary Banks Laws) Amendment Bill, 2009, moved by Shri Narain Meena on 05.08.2011 (Discussion concluded and Bill passed). ",11/8/2011,"Dubey Shri Nishikant ,Rao Shri Kavuri Samba Siva,Kumar Shri Shailendra,Pandey Shri Gorakh Nath,Mandal Shri Mangani Lal,Sampath Shri Anirudhan,Mahtab Shri Bhartruhari,Panda Shri Prabodh,Singh Dr. Raghuvansh Prasad,Semmalai Shri S. ,Majumdar Shri Prasanta Kumar,Mahato Shri Narahari,Ramasubbu Shri S.S.,Meena Shri Namo Narain","Bank Loans,Banking Systems,Foreign Exchange,Interest Rate,Rural Areas,State Bank Of India,Reserve Bank of India (RBI),Privatisation,Self-help Groups,Educational Loan,Bank Merger,Banking Facilities,Banking Sector,Subsidiary Banks,Banking Industry,Agricultural Loan"
"Discussion on the motion for consideration of the Transplantation of Human Organs (Amendment) Bill, 2009 (Discussion not concluded). ",11/8/2011,"Azad Shri Ghulam Nabi,Meghwal Shri Arjun Ram ,Mirdha Dr. Jyoti,Kumar Shri Shailendra,Rajbhar Shri Ramashankar,Kumar Shri Vishwa Mohan,De Dr. Ratna,Jeyadural Shri S. R.,Saha Shri Anup Kumar,Mahtab Shri Bhartruhari,Geete Shri Anant Gangaram,Venugopal Shri P.,Singh Shri Jagada Nand,Panda Shri Prabodh","Exploitation,Human Organs,Medical Facilities,Medical Post-mortem Centres,Medical Treatment,Organ Transplantation,Trauma Centres,Unemployment,Non-Governmental Organisations (NGO),Commercialisation,Illegal Activities,Below Poverty Line,Human Trafficking,Intensive Care Unit (ICU)"
"Introduction of the Damodar Valley Corporation (Amendment) Bill, 2011. ",8/8/2011,Shinde Shri Sushil Kumar,
"Introduction of the Customs (Amendment and Validation) Bill, 2011. ",8/8/2011,Mukherjee Shri Pranab,
"Introduction of the India Institute of Information Technology, Design and Manufacturing, Kancheepuram Bill, 2011. ",5/8/2011,Purandeswari Smt. Daggubati,
"Introduction and passing of the Appropriation (No. 3) Bill, 2011. ",5/8/2011,Mukherjee Shri Pranab,
"Discussion on the motion for consideration of the State Bank of India (Subsidiary Banks Laws) Amendment Bill, 2009 (Discussion not concluded and speech unfinished). ",5/8/2011,"Meena Shri Namo Narain,Dubey Shri Nishikant ","Financial Administration,State Bank Of India,Reserve Bank of India (RBI),Privatisation,Foreign Direct Investment (FDI),Bank Merger,Banking Industry"
"Introduction of the Lok Pal Bill, 2011. ",4/8/2011,"Narayanasamy Shri V.,Kumar Smt. Meira,Swaraj Smt. Sushma,Mukherjee Shri Pranab","Corruption,Inquiry,Criminal Law"
"Introduction of the Indian Medical Council (Amendment) Bill, 2011. ",2/8/2011,Gandhiselvan Shri S.,
"Introduction of the Prevention of Bribery of Foreign Public Officials and Officials of Public International Organisations Bill, 2011. ",25-03-2011,Narayanasamy Shri V.,
"Motion for consideration of the Coinage Bill, 2009 (Motion Adopted and Bill Passed). ",25-03-2011,Mukherjee Shri Pranab,"Coins,Currency,Punishments"
"Introduction of the Pension Fund Regulatory and Development Authority Bill, 2011. ",24-03-2011,"Narayanasamy Shri V.,Meena Shri Namo Narain,Acharia Shri Basudeb,Bansal Shri Pawan Kumar",
"Introduction of the Regulation of Factor (Assignment of Receivables) Bill, 2011. ",24-03-2011,Meena Shri Namo Narain,
"Defering of further discussion on the Academy of Scientific and Innovative Research Bill, 2010. ",24-03-2011,"Bansal Shri Pawan Kumar,Swaraj Smt. Sushma",
"Discussion on the motion for consideration of the </span><span lang=EN-GB style=''font-size:13.0pt;font-family:AryanUnicode;mso-ansi-language:EN-GB; mso-bidi-font-weight:bold''>Institutes of Technology (Amendment) Bill, 2010. ",24-03-2011,"Sibal Shri Kapil,Meghwal Shri Arjun Ram ,Meinya Dr. Thokchom,Kumar Shri Shailendra,Kumar Shri Kaushalendra,Haque Shri Sk. Saidul,Bali Ram Dr. ,Patasani Dr. (Prof.) Prasanna Kumar,Panda Shri Prabodh,Majumdar Shri Prasanta Kumar,Angadi Shri Suresh Chanabasappa,Thomas Shri P. T.,Singh Dr. Raghuvansh Prasad,Rai Shri Prem Das,Ramkishun Shri ,Jena Shri Mohan,Dubey Shri Nishikant ,Das Shri Bhakta Charan,Singh Shri Dhananjay ,Swamy Shri Janardhana,Singh Shri Ijyaraj ,Rao Shri Kavuri Samba Siva,Sibal Shri Kapil","Banaras Hindu University,Basic Research,Educational Institutions,Educational Systems,Higher Education,Quality Of Education,Regional Imbalances,Research and Development,Scholarships,Scientific Research,Teacher Recruitment,Technical Education,Training Programmes,University Grants Commission,Vocational Education,Cultural Heritage,Technology Upgradation,Infrastructure Development,Salary,Indian Institute of Technology,Public Private Partnership (PPP)"
